Title	URL	Year	Author	Resource Type	Venue
Recognition summary	www.cs.cornell.edu/courses/cs6670/2017fa/lec16.pptx	2017	Bharath Hariharan	lecture	Cornell University
Computer Vision	www.cs.cornell.edu/courses/cs6670/2017fa/lec1.pptx	2017	Bharath Hariharan	lecture	Cornell University
Semantic segmentation	www.cs.cornell.edu/courses/cs6670/2017fa/lec14.pptx	2017	Bharath Hariharan	lecture	Cornell University
Taking inspiration from biology	www.cs.cornell.edu/courses/cs6670/2017fa/lec24.pptx	2017	Bharath Hariharan	lecture	Cornell University
Non-linear classifiers and neural networks	www.cs.cornell.edu/courses/cs6670/2017fa/lec10.pptx	2017	Bharath Hariharan	lecture	Cornell University
Object detection	www.cs.cornell.edu/courses/cs6670/2017fa/lec13.pptx	2017	Bharath Hariharan	lecture	Cornell University
Recognition on videos	www.cs.cornell.edu/courses/cs6670/2017fa/lec18.pptx	2017	Bharath Hariharan	lecture	Cornell University
Instance segmentation	www.cs.cornell.edu/courses/cs6670/2017fa/lec15.pptx	2017	Bharath Hariharan	lecture	Cornell University
Dense correspondence	www.cs.cornell.edu/courses/cs6670/2017fa/lec7.pptx	2017	Bharath Hariharan	lecture	Cornell University
Training convolutional networks	www.cs.cornell.edu/courses/cs6670/2017fa/lec11.pptx	2017	Bharath Hariharan	lecture	Cornell University
Visual Question Answering	www.cs.cornell.edu/courses/cs6670/2017fa/lec20.pptx	2017	Bharath Hariharan	lecture	Cornell University
Transfer Learning	www.cs.cornell.edu/courses/cs6670/2017fa/lec12.pptx	2017	Bharath Hariharan	lecture	Cornell University
