ID	Name	URL	Year	Author	Domain	Venue
983	Simple Probabilistic Modeling and PP Attachment	http://u.cs.biu.ac.il/~89-680/pp.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
984	Document Level Models (1) Coreference Resolution	http://u.cs.biu.ac.il/~89-680/coref.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
985	Feature-based Discriminative Models More Sequence Models	http://u.cs.biu.ac.il/~89-680/disc.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
986	Parts of Speech 1	http://u.cs.biu.ac.il/~89-680/pos.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
987	A Theoretical and Practical Implementation Tutorial on Topic Modeling and Gibbs Sampling	http://u.cs.biu.ac.il/~89-680/darling-lda.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
988	Dependency Parsing	http://u.cs.biu.ac.il/~89-680/depparsing.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
989	Sequence Segmentation Models	http://u.cs.biu.ac.il/~89-680/segmentation.pdf	2018	Yoav Goldberg	nlp	The University of Texas at Austin
990	Machine Translation Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0302-machine-translation-2.pdf	2017	Sameer Singh	nlp	University of California
991	Discourse and Summarization	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0316-discourse-summarization.pdf	2017	Sameer Singh	nlp	University of California
992	Sequence Labeling, Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0202-sequence-labeling-contd.pdf	2017	Sameer Singh	nlp	University of California
993	Logical Forms	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0221-ccg-contd.pdf	2017	Sameer Singh	nlp	University of California
994	Question Answering (and Textual Entailment)	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0314-question-answering.pdf	2017	Sameer Singh	nlp	University of California
995	Information Extraction	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0221-info-extr.pdf	2017	Sameer Singh	nlp	University of California
996	Machine Translation	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0228-machine-translation.pdf	2017	Sameer Singh	nlp	University of California
997	Discriminative Language Models	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0126-discriminative-lms.pdf	2017	Sameer Singh	nlp	University of California
998	Text Classification Contd + Document Representations	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0117-classification2.pdf	2017	Sameer Singh	nlp	University of California
999	Semantics: Roles and Relations	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0214-semantic-relations.pdf	2017	Sameer Singh	nlp	University of California
1000	Coreference & Entity Linking	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0309-entities.pdf	2017	Sameer Singh	nlp	University of California
1001	Vector Space Models	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0119-vector-spaces.pdf	2017	Sameer Singh	nlp	University of California
1002	Introduction to Natural Language Processing	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%201%20-%20Introduction.pdf	2013	ETHZ	nlp	ETHZ
1003	More on HMMs and other sequence models	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%205.pdf	2013	ETHZ	nlp	ETHZ
1004	POS tagging	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture4-POS_Tagging.pdf	2013	ETHZ	nlp	ETHZ
1005	Grammars and parsing 3	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%209.pdf	2013	ETHZ	nlp	ETHZ
1006	Lexical Semantics	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%208.pdf	2013	ETHZ	nlp	ETHZ
1007	Lecture 12:  Bayesian Inference, Unsupervised NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/12.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1008	Lecture 14: Finish up Bayesian/Unsupervised NLP,  Start Structured Prediction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/14.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1009	Lecture 13: Introduction to Bayesian Nonparametrics for NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/13.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1010	Lecture 10: Introduction to Bayesian NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/10.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1011	Lecture 8: Neural Machine Translation	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/8.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1012	Lecture 11: Inference in Bayesian NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/11.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1013	Lecture 5: Sequence-to-Sequence Modeling and Sentence Embeddings	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/5.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1014	Lecture 2: Elements of Neural NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/2.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1015	Lecture 15: Structured Prediction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/15.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1016	Lecture 9: NMT, finishing up Neural NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/9.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1017	Lecture 16: Structured Prediction in NLP, Syntactic & Semantic Formalisms	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/16.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1018	Lecture 4: Word Embeddings (2)	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/4.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1019	Lecture 1: Introduction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/1.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1020	Lecture 3: Word Embeddings	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/3.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1021	Lecture 7: Sequence-to-Sequence Modeling and Attention	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/7.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1022	Structured Prediction with Neural Networks in Speech Recognition	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/6.pdf	2017	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1023	Semantic Parsing	https://www.cs.utexas.edu/~mooney/cs388/slides/sem-parse.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1024	Introduction	https://www.cs.utexas.edu/~mooney/cs388/slides/intro.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1025	Machine Translation	https://www.cs.utexas.edu/~mooney/cs388/slides/mt.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1026	Syntactic Parsing	https://www.cs.utexas.edu/~mooney/cs388/slides/syntax.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1027	Semantic Role Labeling	https://www.cs.utexas.edu/~mooney/cs388/slides/srl.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1028	vector-space (distributional) lexical semantics	https://www.cs.utexas.edu/~mooney/cs388/slides/vector-semantics.pptx	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1029	Part-Of-Speech Tagging Sequence Labeling and Hidden Markov	https://www.cs.utexas.edu/~mooney/cs388/slides/pos-tagging.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1030	Story Understanding	https://www.cs.utexas.edu/~mooney/cs388/slides/story.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1031	Text Clustering	https://www.cs.utexas.edu/~mooney/cs388/slides/TextClustering.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1032	Probabilistic Context Free Grammar (PCFG)	https://www.cs.utexas.edu/~mooney/cs388/slides/stats-parsing.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1033	Discriminative Training and Conditional Random Fields (CRFs)	https://www.cs.utexas.edu/~mooney/cs388/slides/crf.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1034	Information Extraction	https://www.cs.utexas.edu/~mooney/cs388/slides/ie.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1035	N-Gram Language Models	https://www.cs.utexas.edu/~mooney/cs388/slides/ngrams.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1036	N-Gram Model Formulas	https://www.cs.utexas.edu/~mooney/cs388/slides/equation-sheet.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1037	Text Categorization	https://www.cs.utexas.edu/~mooney/cs388/slides/TextCategorization.pptx	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1038	Word Sense Disambiguation	https://www.cs.utexas.edu/~mooney/cs388/slides/wsd.ppt	2017	Raymond J. Mooney	nlp	The University of Texas at Austin
1039	Semantics and discourse	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp13.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1040	Part-of-speech tagging with HMM	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp05.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1041	Decoding	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp16.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1042	Factored Translation Models	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp19.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1043	Machine translation (I): Introduction	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp14.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1044	Text Classification and Clustering	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp12.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1045	Smoothing and Back-Of	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp04.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1046	Context-free grammars and chart parsing	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp09.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1047	Words and Probability	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp01.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1048	Word Sense Disambiguation	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp11.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1049	Word-based models and the EM algorithm	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp15.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1050	Probabilistic parsing models	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp10.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1051	Transformation-Based Learning and Maximum Entropy Models	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp06.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1052	From counts to smoothing	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp03.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1053	Maximum Entropy Models	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp08.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1054	Phrase-Based Models	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp17.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1055	Probability and Information Theory	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp02.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1056	Assignment: Named Entity Recognition	http://www.inf.ed.ac.uk/teaching/courses/emnlp/slides/emnlp07.pdf	2008	Philipp Koehn	nlp	The University of Edinburgh
1057	Lecture 12:  Syntax and Parsing	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/12.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1058	Lecture 14: Introduction to Computational Semantics	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/14.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1059	Lecture 13: Dependency Syntax/Parsing & Review for Midterm	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/13.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1060	Lecture 10: Neural Networks for NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/10.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1061	Lecture 8: Inference in Structured Prediction	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/8.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1062	Lecture 11: Recurrent and Convolutional Neural Networks in NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/11.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1063	Lecture 5: Word Vectors	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/5.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1064	Lecture 2: Text Classification	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/2.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1065	Lecture 15: Introduction to Machine Translation	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/15.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1066	Lecture 9: Sequence Models	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/9.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1067	Lecture 16: Machine Translation and other NLP Applications	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/16.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1068	Lecture 4: Lexical Semantics	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/4.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1069	Lecture 1: Introduction	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/1.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1070	Lecture 3: Words	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/3.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1071	Lecture 7: Sequence Models	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/7.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1072	Lecture 6: Language Modeling	http://ttic.uchicago.edu/~kgimpel/teaching/31190/lectures/6.pdf	2016	Kevin Gimpel	nlp	Toyota Technological Institute at Chicago
1073	Natural Language Processing (CSEP 517): Distributional Semantics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture8a.pdf	2017	Noah Smith	nlp	University of Washington
1074	Natural Language Processing (CSEP 517): Predicate-Argument and Compositional Semantics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture7.pdf	2017	Noah Smith	nlp	University of Washington
1075	Natural Language Processing (CSEP 517): Language Models, Continued	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture2.pdf	2017	Noah Smith	nlp	University of Washington
1076	Natural Language Processing (CSEP 517): Computational Pragmatics	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture9a.pdf	2017	Noah Smith	nlp	University of Washington
1077	Natural Language Processing (CSEP 517): Text Classication	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture3.pdf	2017	Noah Smith	nlp	University of Washington
1078	Natural Language Processing (CSEP 517): Phrase Structure Syntax and Parsing	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture5.pdf	2017	Noah Smith	nlp	University of Washington
1079	Natural Language Processing (CSEP 517): Machine Translation	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture8b.pdf	2017	Noah Smith	nlp	University of Washington
1080	Natural Language Processing (CSEP 517): Dependency Syntax and Parsing	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture6.pdf	2017	Noah Smith	nlp	University of Washington
1081	Natural Language Processing (CSEP 517): Introduction & Language Models	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture1.pdf	2017	Noah Smith	nlp	University of Washington
1082	Natural Language Processing (CSEP 517): Sequence Models	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture4.pdf	2017	Noah Smith	nlp	University of Washington
1083	Natural Language Processing (CSEP 517): Machine Translation (Continued),	https://courses.cs.washington.edu/courses/csep517/17sp/slides/lecture9b.pdf	2017	Noah Smith	nlp	University of Washington
1084	CS11-747 Neural Networks for NLP Reinforcement Learning for NLP	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-12-rl.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1085	CS11-747 Neural Networks for NLP Conditioned Generation Graham Neubig	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-08-condlm.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1086	CS11-747 Neural Networks for NLP Convolutional Networks	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-04-cnn.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1087	CS11-747 Neural Networks for NLP Transition-based Parsing	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-14-transitionparsing.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1088	CS11-747 Neural Networks for NLP Recurrent Neural Networks	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-05-rnn.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1089	CS11-747 Neural Networks for NLP Structured Prediction with Local Dependencies	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-13-crf.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1090	CS11-747 Neural Networks for NLP Models of Words	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-03-wordemb.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1091	CS11-747 Neural Networks for NLP Multi-task, Multi-lingual	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-25-multitask.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
1092	CS11-747 Neural Networks for NLP Unsupervised and Semi-supervised	http://phontron.com/class/nn4nlp2017/assets/slides/nn4nlp-19-unsup.pdf	2017	Graham Neubig	nlp	Carnegie Mellon University
